ATU_Number,Title,Category,Subsection,Status,Exemplar_Tales,Sources,Notes
1416,The Mouse in the Silver Jug,Anecdotes and Jokes,Stories about Married Couples,active,—,Claude (model knowledge),
1417-1419,,Anecdotes and Jokes,Stories about Married Couples,unassigned,,,
1420,The Borrowed Clothing,Anecdotes and Jokes,Stories about Married Couples,active,—,Claude (model knowledge),
1421,Ring Dropped in Porridge,Anecdotes and Jokes,Stories about Married Couples,active,—,Claude (model knowledge),
1422,Parrot Reports Wife's Adultery,Anecdotes and Jokes,Stories about Married Couples,active,"""The Seven Sages"" cycle; ""Sindibad the Sage"" (Near Eastern framing tradition); 1001 Nights ""The Story of the Husband and the Parrot""",Claude (model knowledge),
1423,The Enchanted Pear Tree,Anecdotes and Jokes,Stories about Married Couples,active,"""The Merchant's Tale"" (Chaucer, Canterbury Tales, literary descendant); Decameron VII.9 (Boccaccio)",Claude (model knowledge),Wife's adultery in a pear tree; classic fabliau.
1424,The Friar Puts the Missing Rib in Place,Anecdotes and Jokes,Stories about Married Couples,active,—,Claude (model knowledge),
1425,Putting the Devil back in Hell,Anecdotes and Jokes,Stories about Married Couples,active,"""The Decameron"" III.10 (Boccaccio) — Alibech and Rustico; euphemistic sex-fabliau",Claude (model knowledge),
1426,Parent type (see lettered subtypes),Anecdotes and Jokes,Stories about Married Couples,active,—,Claude (model knowledge),"Parent type number; specific attestations fall under lettered subtypes (e.g., 1426A, 1426B)."
1427-1429,,Anecdotes and Jokes,Stories about Married Couples,unassigned,,,
1430,The Man and His Wife Build Air Castles,Anecdotes and Jokes,Stories about Married Couples,active,"""The Milkmaid and Her Pail"" (Aesop, Perry Index 527); La Fontaine's ""La Laitière et le Pot au lait"" (literary); ""Alnaschar's Dream"" (1001 Nights)",Claude (model knowledge),Couple daydreams about fortune then destroys actual modest means in fit of imagined disagreement.
1431,Contagious Yawns,Anecdotes and Jokes,Stories about Married Couples,active,—,Claude (model knowledge),
1432,,Anecdotes and Jokes,Stories about Married Couples,unassigned,,,
1433,,Anecdotes and Jokes,Stories about Married Couples,unassigned,,,
1434-1439,,Anecdotes and Jokes,Stories about Married Couples,unassigned,,,End of Stories about Married Couples subsection.
1440,The Servant Promised to the Devil Without Master's Consent,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1441,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1442,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1443-1444,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1445-1449,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1450,Clever Elsie,Anecdotes and Jokes,Stories about a Woman,active,"""Die kluge Else"" / ""Clever Elsie"" (Grimm KHM 34); ""The Three Sillies"" (English, Jacobs, framing overlap with 1384)",Claude (model knowledge),Clever Elsie weeps over imagined future misfortunes; emblematic of the foolish-fiancée type.
1451,A Suitor Chooses the Thrifty Girl,Anecdotes and Jokes,Stories about a Woman,active,"""Die drei Faulen"" / ""The Three Sluggards"" (Grimm KHM 151, partial overlap); ""The Three Lazy Ones"" tradition",Claude (model knowledge),
1452,Choice of a Bride by How She Cuts Cheese,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1453,Choice of a Bride by How She Works,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1454,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1454*,The Greedy Fiancée,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1455,The Hard-to-Please Suitor,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1456,The Blind Fiancée,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1457,The Lisping Maidens,Anecdotes and Jokes,Stories about a Woman,active,"""Die drei Spinnerinnen"" partial overlap (501); ""Ass's Jawbone"" speech-impediment tradition",Claude (model knowledge),
1458,The Girl Who Eats So Little,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1459**,Keeping Up Appearances,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1459,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1460,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1461,The Girl with Ugly Name,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1462,The Reluctant Suitor Advised from Tree,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1462*,The Maid Must Be Wooed,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1463,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1463*,The Careless Servant,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1464,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1465,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1466,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1467-1474,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1475-1499,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1500-1509,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1510,The Matron of Ephesus (Vidua),Anecdotes and Jokes,Stories about a Woman,active,"""The Matron of Ephesus"" (Petronius, Satyricon 111-112, 1st c. CE, literary antecedent); medieval exempla and Fastnachtspiele",Claude (model knowledge),Emblematic misogynist tale of fickle widow; widely circulated from antiquity through medieval Europe. Overlap with 1350.
1511,The Faithless Queen,Anecdotes and Jokes,Stories about a Woman,active,—,Claude (model knowledge),
1512,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1513-1514,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,
1515,The Weeping Bitch,Anecdotes and Jokes,Stories about a Woman,active,"""The Weeping Bitch"" (medieval exempla — ""Disciplina Clericalis"" of Petrus Alfonsi, c. 1110); ""Seven Sages"" cycle; Chaucer analogues",Claude (model knowledge),
1516-1524,,Anecdotes and Jokes,Stories about a Woman,unassigned,,,End of Stories about a Woman subsection.
1525,The Master Thief,Anecdotes and Jokes,Stories about a Man,active,"""Der Meisterdieb"" / ""The Master Thief"" (Grimm KHM 192); ""Master Thief"" (Asbjørnsen & Moe); overlap with Rhampsinitus (950)",Claude (model knowledge),Parent type for the Master Thief cycle; thief accomplishes impossible thefts on demand.
1526,The Old Beggar and the Robbers,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1527,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1528,Holding Down the Hat,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1529,Thief Claims to Have Been Transformed into a Horse,Anecdotes and Jokes,Stories about a Man,active,"""The Thief Claims to Have Been an Ass"" tradition; 1001 Nights ""Iram"" variants; Don Quixote Sancho Panza episode (literary analogue)",Claude (model knowledge),
1530,Holding Up the Rock,Anecdotes and Jokes,Stories about a Man,active,Overlap with 1247 numskull-fool tradition,Claude (model knowledge),
1531,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1532,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1533,The Wise Carving of the Fowl,Anecdotes and Jokes,Stories about a Man,active,"""The Clever Peasant's Daughter"" partial overlap (875); ""Die kluge Bauerntochter"" variants",Claude (model knowledge),
1534,Series of Clever Unjust Decisions,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1535,The Rich and the Poor Peasant,Anecdotes and Jokes,Stories about a Man,active,"""Little Claus and Big Claus"" / ""Lille Claus og store Claus"" (Andersen, 1835); ""Der kleine Bauer"" / ""The Little Peasant"" (Grimm KHM 61); ""Unibos"" (medieval Latin poem, 11th c., literary antecedent)",Claude (model knowledge),Classic trickster-against-rich-peasant cycle; episodic trick-and-escape pattern.
1536,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1537,The Corpse Killed Five Times,Anecdotes and Jokes,Stories about a Man,active,"""Little Claus and Big Claus"" partial (Andersen)",Claude (model knowledge),
1538,The Youth Cheated in Selling Oxen,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1539,Cleverness and Gullibility,Anecdotes and Jokes,Stories about a Man,active,"""The Gullible"" tradition; widespread trickster-tales",Claude (model knowledge),
1540,The Student from Paradise (Paris),Anecdotes and Jokes,Stories about a Man,active,"""The Student from Paris"" medieval tradition; German Eulenspiegel tradition",Claude (model knowledge),
1541,For the Long Winter,Anecdotes and Jokes,Stories about a Man,active,"""Forlong"" tradition; peasant-misunderstands-when-stranger-says-'the long winter'",Claude (model knowledge),
1542,The Clever Boy,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1542**,The Child Deceived,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1543,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1544,The Man Who Got a Night's Lodging,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1545,The Boy with Many Names,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1546,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1547-1549,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1550,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1551,The Wager That Sheep Are Hogs,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1552,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1553,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1554,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1555,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1556-1559,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1560,"Make-Believe Eating, Make-Believe Work",Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1561,"The Lazy Boy Eats Breakfast, Lunch, and Dinner",Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1562,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1563,Both?,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1564-1566,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1567,The Hungry Servant,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1568,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1568*,The Servant Outwits the Master,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1569,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1570-1574,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1575-1579,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1580,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1581-1584,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1585,The Lawyer's Mad Client,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1586,The Man in Court for Killing a Fly,Anecdotes and Jokes,Stories about a Man,active,Aesopic and medieval exempla tradition,Claude (model knowledge),
1587,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1588-1589,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1590,The Tricked Plaintiff,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1591,The Three Joint Depositors,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1592,The Peasant and the Judge,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1593,The Wager on the Wife,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1594-1599,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1600,The Simpleton as Murderer,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1601,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1602-1609,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1610,Dividing Presents and Blows,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1611,Contest in Climbing the Mast,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1612,Contest in Swimming,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1613-1614,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1615-1619,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1620,The Emperor's New Clothes,Anecdotes and Jokes,Stories about a Man,active,"""Kejserens nye Klæder"" / ""The Emperor's New Clothes"" (Andersen, 1837); ""Libro de Patronio"" / ""El Conde Lucanor"" (Juan Manuel, 1335, Spanish literary antecedent — ""El Paño Preciado"")",Claude (model knowledge),Andersen's retelling of a centuries-old tale; classic 'invisible garment' deception.
1621,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1622,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1623-1624,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1625,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1626,Dream Bread,Anecdotes and Jokes,Stories about a Man,active,"""Dream Bread"" medieval exemplum (""Disciplina Clericalis"" of Petrus Alfonsi); ""The Three Dreamers"" tradition",Claude (model knowledge),
1627,The Gambler Swindled Out of His Winnings,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1628*,Student Who Has Learned Latin,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1628,The Learned Son and the Forgotten Language,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1629,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1630,The Owls and the Boys,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1631,The Drumming Husband in the Pear Tree,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1632,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1633,Dividing the Colt,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1634,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1635,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1635*,Till Eulenspiegel's Tricks,Anecdotes and Jokes,Stories about a Man,active,"""Till Eulenspiegel"" / ""Dyl Ulenspegel"" (German chapbook, 1515, anonymous — widely attributed to Hermann Bote); Dutch ""Uilenspiegel""; Charles De Coster's ""La Légende d'Ulenspiegel"" (1867, literary adaptation)",Claude (model knowledge),Till Eulenspiegel cycle — trickster prankster; literalizes figurative speech.
1636-1639,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1640,The Brave Tailor,Anecdotes and Jokes,Stories about a Man,active,"""Das tapfere Schneiderlein"" / ""The Brave Little Tailor"" (Grimm KHM 20); ""Seven at One Blow"" variants; ""Jack the Giant Killer"" (English)",Claude (model knowledge),"""Seven at one blow"" tale; weak hero bluffs his way to victory."
1641,Doctor Know-All,Anecdotes and Jokes,Stories about a Man,active,"""Doktor Allwissend"" / ""Doctor Know-All"" (Grimm KHM 98); Italian and French variants",Claude (model knowledge),Peasant pretends to be a wise doctor and accidentally succeeds.
1642,The Good Bargain,Anecdotes and Jokes,Stories about a Man,active,"""Der gute Handel"" / ""The Good Bargain"" (Grimm KHM 7)",Claude (model knowledge),
1643,The Broken Image,Anecdotes and Jokes,Stories about a Man,active,—,Claude (model knowledge),
1644,,Anecdotes and Jokes,Stories about a Man,unassigned,,,
1645,The Treasure at Home,Anecdotes and Jokes,Stories about a Man,active,"""The Pedlar of Swaffham"" (English folk legend, Norfolk); Persian ""The Merchant's Dream""; Paulo Coelho's The Alchemist (literary descendant, 1988); Hasidic versions of ""The Treasure of Rabbi Eisik""",Claude (model knowledge),Dreamer travels far to find treasure; is told by a stranger of a dream of treasure buried at dreamer's own home; returns to find it. Widely circulated.
